ID;Fecha_de_Venta;Año_del_vehiculo;Marca;Modelo;Version;Tipo_de_Combustible;transmisión;Kilometraje;Precio_de_Venta (ARS);Provincia;Ciudad;Tipo_de_Vendedor;Patente;Color;Numero_de_dueños;Fecha_de_Publicacion
543;44884;2017;Peugeot;Partner;Full;Hibrido;Automatica;76392;4811316;Salta;Cafayate;Particular;NBR965;Gris;4;44858
544;45197;2020;Volkswagen;Amarok;Pack Seguridad;Diésel;Automatica;185503;2094632;Mendoza;Godoy Cruz;Particular;CCE716;Plateado;3;45139
545;44237;2019;Renault;Logan;Limited;Electrico;Automatica;27521;8458396;Buenos Aires;La mantaza ;Agencia;OQV899;Negro;3;44201
546;44637;2015;Chevrolet;Onix;Pack Seguridad;Electrico;Automatica;69393;6246208;Buenos Aires;La mantaza ;Particular;QRP375;Negro;2;44590
547;44428;2021;Ford;Focus;Pack Seguridad;Hibrido;Manual;211996;4026322;Salta;Cafayate;Agencia;PKG900;Negro;1;44423
548;45149;2011;Chevrolet;Cruze;Pack Seguridad;Diésel;Automatica;248444;8982319;Santa Fe;Rafaela;Agencia;UPV217;Blanco;2;45131
549;44263;2022;Renault;Duster;Highline;Diésel;Manual;236403;3887880;Cordoba;Rio cuarto;Agencia;ZPF386;Azul;2;44222
550;44544;2009;Ford;Focus;Limited;Diésel;Automatica;141653;11194890;Cordoba;Rio cuarto;Agencia;FCU971;Negro;3;44492
551;44015;2022;Chevrolet;Onix;Full;Electrico;Automatica;198194;5013684;Cordoba;Rio cuarto;Particular;ACJ016;Gris;2;43955
552;44683;2008;Toyota;Corolla;Pack Seguridad;Diésel;Automatica;223939;3712861;Tucuman;Alderetes;Particular;GJN994;Plateado;4;44661
553;44847;2021;Chevrolet;Onix;Pack Seguridad;Diésel;Manual;83668;7047648;Mendoza;Godoy Cruz;Agencia;DVJ503;Azul;2;44799
554;45023;2010;Chevrolet;Cruze;Full;Electrico;Automatica;166320;1601985;Mendoza;Godoy Cruz;Agencia;GWQ571;Negro;2;44997
555;44175;2013;Chevrolet;Tracker;Base;Diésel;Automatica;85892;4469630;Santa Fe;Rafaela;Particular;HXS548;Gris;3;44127
556;43996;2012;Renault;Sandero;Base;Diésel;Manual;91136;10557515;Cordoba;Rio cuarto;Particular;GQN726;Blanco;4;43980
557;44135;2009;Peugeot;2008;Highline;Electrico;Automatica;234983;4557513;Tucuman;Alderetes;Particular;YMT637;Gris;3;44083
558;44355;2009;Ford;EcoSport;Highline;Electrico;Automatica;237505;3527819;Buenos Aires;La mantaza ;Agencia;HXC609;Blanco;2;44317
559;44541;2021;Toyota;Hilux;Pack Seguridad;Diésel;Manual;67880;6932060;Tucuman;Alderetes;Particular;JBL080;Rojo;4;44525
560;44581;2016;Renault;Logan;Base;Electrico;Automatica;195502;1821541;Salta;Cafayate;Particular;GYQ922;Negro;2;44562
561;44763;2022;Chevrolet;Onix;Highline;Nafta;Manual;142886;6669082;Cordoba;Rio cuarto;Particular;SWP669;Rojo;4;44703
562;44256;2011;Renault;Logan;Limited;Hibrido;Automatica;149183;4920935;Mendoza;Godoy Cruz;Agencia;IAM472;Rojo;1;44241
563;44918;2010;Ford;Focus;Full;Nafta;Automatica;192050;10141057;Santa Fe;Rafaela;Particular;ONM858;Negro;4;44887
564;44156;2009;Peugeot;Partner;XEI 1.8 CVT;Diésel;Manual;228222;9328824;Tucuman;Alderetes;Agencia;GIS522;Plateado;1;44138
565;44820;2019;Renault;Sandero;XEI 1.8 CVT;Diésel;Automatica;63117;9688058;Santa Fe;Rafaela;Agencia;ELK158;Azul;3;44796
566;44867;2017;Toyota;Yaris;Base;Electrico;Automatica;214329;5298313;Cordoba;Rio cuarto;Particular;ZAH846;Blanco;4;44832
567;43996;2010;Toyota;Etios;Limited;Nafta;Manual;15941;9408441;Santa Fe;Rafaela;Particular;MRW200;Rojo;3;43985
568;45051;2020;Ford;Ka;Full;Electrico;Manual;220161;3848252;Salta;Cafayate;Agencia;SYS420;Plateado;1;45043
569;44147;2014;Renault;Sandero;Base;Nafta;Automatica;12952;2163786;Salta;Cafayate;Particular;RVJ719;Negro;3;44118
570;45174;2012;Chevrolet;S10;Limited;Electrico;Automatica;210062;6413805;Salta;Cafayate;Agencia;GYY863;Gris;3;45161
571;45071;2017;Peugeot;Partner;Base;Electrico;Manual;214304;7393031;Salta;Cafayate;Agencia;AYR066;Rojo;4;45017
572;44316;2022;Peugeot;2008;Full;Electrico;Manual;91820;11447263;Cordoba;Rio cuarto;Particular;XCO439;Azul;2;44309
573;45246;2015;Toyota;Etios;Pack Seguridad;Electrico;Automatica;225517;9446659;Mendoza;Godoy Cruz;Particular;MXU989;Plateado;4;45238
574;44131;2023;Ford;EcoSport;Base;Hibrido;Manual;243457;9238551;Santa Fe;Rafaela;Particular;LVG212;Rojo;3;44103
575;44016;2021;Volkswagen;Gol;Base;Hibrido;Automatica;85445;1838634;Santa Fe;Rafaela;Agencia;QIK648;Rojo;3;43994
576;44738;2012;Peugeot;2008;Pack Seguridad;Electrico;Automatica;143319;11828959;Santa Fe;Rafaela;Particular;CJU572;Azul;2;44680
577;44758;2016;Peugeot;208;XEI 1.8 CVT;Diésel;Manual;139428;7280218;Santa Fe;Rafaela;Particular;YKJ947;Negro;2;44734
578;44387;2021;Toyota;Hilux;Highline;Hibrido;Manual;12385;8564739;Salta;Cafayate;Agencia;LHE583;Plateado;1;44341
579;45052;2011;Volkswagen;Amarok;Pack Seguridad;Diésel;Automatica;209621;10018633;Tucuman;Alderetes;Particular;FWO886;Gris;4;45002
580;45203;2020;Toyota;Corolla;Full;Diésel;Manual;76091;4100272;Santa Fe;Rafaela;Particular;SNW555;Azul;1;45156
581;44791;2018;Chevrolet;Onix;Base;Hibrido;Manual;190004;8447931;Santa Fe;Rafaela;Particular;CPP015;Azul;3;44764
582;44784;2011;Toyota;Hilux;Pack Seguridad;Nafta;Automatica;212331;11123840;Santa Fe;Rafaela;Particular;YQI561;Rojo;1;44736
583;44955;2022;Peugeot;208;Pack Seguridad;Nafta;Automatica;23882;9654070;Tucuman;Alderetes;Agencia;ZGC858;Gris;4;44941
584;44587;2013;Chevrolet;Tracker;Pack Seguridad;Electrico;Automatica;86694;10322062;Tucuman;Alderetes;Particular;FGK358;Blanco;1;44533
585;45032;2013;Toyota;Yaris;XEI 1.8 CVT;Nafta;Manual;221657;9185068;Salta;Cafayate;Particular;RBG133;Blanco;2;45026
586;44150;2023;Toyota;Hilux;XEI 1.8 CVT;Nafta;Automatica;48941;7167216;Buenos Aires;La mantaza ;Particular;DTV120;Azul;1;44119
587;43889;2013;Volkswagen;T-Cross;Pack Seguridad;Diésel;Automatica;240867;10189387;Santa Fe;Rafaela;Particular;JEK024;Azul;3;43859
588;45107;2016;Ford;Focus;Limited;Diésel;Automatica;108436;3866775;Mendoza;Godoy Cruz;Particular;OZB667;Rojo;2;45058
589;44322;2017;Ford;EcoSport;Pack Seguridad;Nafta;Automatica;218646;9073049;Mendoza;Godoy Cruz;Agencia;PUN180;Negro;2;44303
590;43929;2014;Volkswagen;T-Cross;Base;Diésel;Manual;22626;11146224;Mendoza;Godoy Cruz;Agencia;GSY158;Negro;1;43921
591;44896;2013;Volkswagen;Gol;Full;Nafta;Manual;21629;6723652;Mendoza;Godoy Cruz;Agencia;YZQ147;Gris;1;44848
592;43878;2016;Toyota;Corolla;Base;Hibrido;Automatica;215132;6432133;Santa Fe;Rafaela;Particular;VZY832;Negro;2;43867
593;45069;2019;Toyota;Etios;Full;Diésel;Manual;143383;3453137;Mendoza;Godoy Cruz;Agencia;AJJ245;Azul;4;45026
594;44050;2016;Ford;Focus;Highline;Diésel;Automatica;32734;5031607;Buenos Aires;La mantaza ;Particular;ZIJ099;Gris;2;44040
595;43963;2018;Peugeot;Partner;XEI 1.8 CVT;Hibrido;Manual;211542;6472839;Mendoza;Godoy Cruz;Agencia;PGJ536;Negro;4;43955
596;44081;2018;Ford;Ka;Limited;Nafta;Manual;137215;3976142;Salta;Cafayate;Particular;HLQ943;Plateado;4;44061
597;45073;2023;Volkswagen;Vento;Full;Hibrido;Automatica;189322;1534586;Mendoza;Godoy Cruz;Particular;ESQ878;Plateado;3;45020
598;43935;2013;Volkswagen;Amarok;Base;Hibrido;Manual;74736;6446407;Santa Fe;Rafaela;Particular;VWI397;Negro;1;43924
599;44873;2010;Ford;Ranger;Full;Diésel;Automatica;212002;11579284;Santa Fe;Rafaela;Agencia;MUF491;Gris;4;44825
600;44531;2013;Toyota;Hilux;Full;Electrico;Manual;121274;2155155;Mendoza;Godoy Cruz;Particular;KKX492;Rojo;3;44478
601;45085;2018;Chevrolet;S10;Full;Diésel;Automatica;107767;8062542;Mendoza;Godoy Cruz;Particular;PYO205;Negro;3;45071
602;44937;2016;Chevrolet;Tracker;Highline;Diésel;Manual;208960;5202183;Mendoza;Godoy Cruz;Agencia;EDC525;Plateado;4;44920
603;44388;2019;Ford;EcoSport;Limited;Diésel;Manual;43492;1672611;Tucuman;Alderetes;Agencia;PMF812;Blanco;2;44342
604;45138;2008;Volkswagen;Vento;Highline;Hibrido;Automatica;35287;7359293;Mendoza;Godoy Cruz;Agencia;UOE834;Azul;4;45115
605;44961;2009;Chevrolet;Onix;Highline;Electrico;Manual;69212;6669243;Santa Fe;Rafaela;Particular;LZX809;Negro;2;44944
606;44747;2017;Toyota;Hilux;Limited;Hibrido;Automatica;234551;7573519;Cordoba;Rio cuarto;Particular;IEP848;Plateado;1;44704
607;45035;2009;Volkswagen;Amarok;Pack Seguridad;Diésel;Manual;72274;9246848;Mendoza;Godoy Cruz;Agencia;USI639;Plateado;3;45028
608;44552;2015;Volkswagen;Vento;Base;Hibrido;Automatica;198583;11201682;Santa Fe;Rafaela;Agencia;QPZ580;Plateado;3;44529
609;44784;2022;Ford;Ka;Full;Diésel;Manual;44151;3994726;Mendoza;Godoy Cruz;Agencia;KLK827;Rojo;1;44737
610;44709;2010;Toyota;Corolla;Base;Diésel;Manual;202204;9527513;Cordoba;Rio cuarto;Agencia;OWF750;Gris;1;44669
611;44191;2010;Peugeot;208;Pack Seguridad;Diésel;Manual;32318;4472145;Buenos Aires;La mantaza ;Agencia;QNH530;Blanco;2;44153
612;45241;2017;Toyota;Yaris;XEI 1.8 CVT;Diésel;Automatica;26194;4410069;Cordoba;Rio cuarto;Agencia;CPU770;Negro;4;45229
613;43991;2018;Volkswagen;Gol;XEI 1.8 CVT;Hibrido;Manual;100196;11576713;Tucuman;Alderetes;Agencia;KLY498;Negro;1;43956
614;44846;2022;Renault;Duster;Full;Nafta;Manual;71675;7971809;Santa Fe;Rafaela;Particular;QYO918;Rojo;4;44821
615;44633;2018;Chevrolet;S10;Pack Seguridad;Diésel;Manual;199384;6742608;Cordoba;Rio cuarto;Particular;MAG577;Plateado;1;44592
616;45201;2014;Peugeot;208;Full;Nafta;Automatica;11990;10933497;Cordoba;Rio cuarto;Agencia;GPR231;Negro;2;45186
617;44159;2009;Peugeot;308;Base;Diésel;Automatica;241507;2715818;Buenos Aires;La mantaza ;Particular;THQ259;Negro;3;44142
618;44188;2019;Volkswagen;Gol;Limited;Diésel;Manual;71161;10793873;Santa Fe;Rafaela;Particular;REE517;Azul;3;44147
619;44158;2018;Chevrolet;S10;Limited;Diésel;Manual;17277;11742563;Mendoza;Godoy Cruz;Particular;CIK603;Negro;1;44145
620;44751;2018;Ford;Ka;Pack Seguridad;Hibrido;Manual;204533;11049008;Mendoza;Godoy Cruz;Agencia;JDK809;Plateado;1;44719
621;44232;2009;Toyota;Hilux;XEI 1.8 CVT;Nafta;Automatica;79067;8851237;Tucuman;Alderetes;Particular;OBU699;Rojo;4;44177
622;44961;2014;Peugeot;2008;Base;Nafta;Automatica;35178;3651425;Buenos Aires;La mantaza ;Agencia;EEK379;Plateado;4;44945
623;44171;2013;Toyota;Corolla;Pack Seguridad;Electrico;Manual;222611;8741670;Salta;Cafayate;Agencia;NQG292;Gris;4;44129
624;44241;2022;Volkswagen;T-Cross;Highline;Nafta;Manual;95637;8157120;Cordoba;Rio cuarto;Agencia;LEO579;Azul;3;44220
625;44418;2010;Volkswagen;Gol;Full;Diésel;Manual;215729;11963868;Tucuman;Alderetes;Agencia;HGR103;Gris;3;44404
626;44483;2012;Chevrolet;Cruze;Limited;Nafta;Manual;108849;5514707;Mendoza;Godoy Cruz;Agencia;NMC127;Blanco;2;44439
627;45194;2023;Peugeot;Partner;XEI 1.8 CVT;Electrico;Automatica;11269;7698401;Tucuman;Alderetes;Agencia;IAX729;Blanco;4;45179
628;44885;2020;Peugeot;208;Pack Seguridad;Diésel;Automatica;30061;6370568;Mendoza;Godoy Cruz;Particular;SHB650;Rojo;2;44875
629;44187;2014;Peugeot;Partner;Highline;Diésel;Manual;109025;8337427;Buenos Aires;La mantaza ;Particular;ZVW659;Plateado;1;44131
630;45131;2011;Peugeot;208;Highline;Diésel;Automatica;216657;6460819;Buenos Aires;La mantaza ;Agencia;XOF247;Gris;1;45106
631;44271;2008;Volkswagen;Gol;Limited;Diésel;Automatica;139395;6787861;Mendoza;Godoy Cruz;Agencia;KHH300;Rojo;1;44250
632;44638;2023;Chevrolet;S10;XEI 1.8 CVT;Diésel;Automatica;29424;4863699;Cordoba;Rio cuarto;Agencia;XGJ356;Rojo;2;44597
633;44492;2019;Chevrolet;Cruze;XEI 1.8 CVT;Diésel;Manual;242597;8638038;Buenos Aires;La mantaza ;Particular;XNR869;Rojo;2;44476
634;44888;2016;Ford;EcoSport;Limited;Hibrido;Manual;159241;2840686;Buenos Aires;La mantaza ;Particular;YJE368;Blanco;3;44831
635;44108;2016;Chevrolet;S10;Base;Diésel;Automatica;126799;3219748;Tucuman;Alderetes;Agencia;TKW874;Blanco;1;44051
636;45033;2015;Peugeot;208;Limited;Electrico;Manual;133184;11857185;Tucuman;Alderetes;Agencia;CYS213;Azul;4;45026
637;44082;2020;Chevrolet;Onix;Full;Hibrido;Automatica;100481;6723918;Cordoba;Rio cuarto;Agencia;ZJN865;Blanco;3;44025
638;44913;2011;Renault;Duster;Highline;Diésel;Manual;246974;3868830;Salta;Cafayate;Particular;JEM601;Gris;1;44870
639;44507;2014;Renault;Duster;Full;Electrico;Automatica;227441;9410335;Tucuman;Alderetes;Particular;FMC435;Azul;3;44451
640;44956;2014;Volkswagen;Amarok;Base;Nafta;Manual;37407;3346187;Mendoza;Godoy Cruz;Particular;TMD984;Negro;1;44913
641;45032;2016;Renault;Logan;Pack Seguridad;Nafta;Manual;236754;11408820;Tucuman;Alderetes;Agencia;MQZ770;Gris;2;45008
642;44635;2021;Chevrolet;S10;XEI 1.8 CVT;Nafta;Automatica;141698;8759904;Cordoba;Rio cuarto;Agencia;HSO098;Blanco;1;44620
643;44786;2023;Chevrolet;Tracker;Base;Diésel;Manual;89283;6687307;Cordoba;Rio cuarto;Particular;PAK053;Blanco;1;44772
644;43965;2011;Toyota;Etios;XEI 1.8 CVT;Nafta;Manual;34196;8779554;Salta;Cafayate;Agencia;ZLM656;Blanco;1;43909
645;44635;2023;Ford;Ranger;Pack Seguridad;Electrico;Manual;118807;7230160;Buenos Aires;La mantaza ;Agencia;SUJ118;Rojo;2;44575
646;45252;2013;Peugeot;Partner;Highline;Diésel;Automatica;122586;3511712;Mendoza;Godoy Cruz;Agencia;MDZ439;Blanco;3;45218
647;44724;2009;Chevrolet;Cruze;Full;Nafta;Automatica;202852;9755234;Buenos Aires;La mantaza ;Agencia;GJE268;Plateado;3;44686
648;44612;2018;Volkswagen;Vento;Highline;Hibrido;Manual;96694;4334469;Tucuman;Alderetes;Particular;IYK184;Plateado;4;44601
649;44219;2010;Chevrolet;S10;XEI 1.8 CVT;Nafta;Automatica;120754;9407734;Santa Fe;Rafaela;Agencia;WVX973;Azul;1;44190
650;44543;2022;Renault;Kwid;Limited;Hibrido;Manual;191116;6525867;Tucuman;Alderetes;Agencia;QEY071;Plateado;3;44488
651;44815;2021;Volkswagen;Gol;Pack Seguridad;Nafta;Automatica;33834;8102338;Buenos Aires;La mantaza ;Particular;WHI356;Plateado;1;44764
652;43846;2023;Renault;Duster;Limited;Hibrido;Automatica;130630;8882928;Cordoba;Rio cuarto;Agencia;RVV416;Gris;4;43803
653;43949;2010;Peugeot;208;Full;Hibrido;Manual;222551;2096523;Salta;Cafayate;Particular;KRL553;Rojo;4;43903
654;44990;2009;Chevrolet;Onix;Highline;Nafta;Manual;199662;4753816;Cordoba;Rio cuarto;Agencia;QNO333;Gris;4;44944
655;44145;2013;Volkswagen;Vento;Highline;Diésel;Automatica;134788;11152759;Cordoba;Rio cuarto;Particular;HFR521;Gris;4;44124
656;44861;2022;Renault;Logan;Full;Hibrido;Manual;46581;8825640;Mendoza;Godoy Cruz;Agencia;EXN080;Plateado;1;44837
657;44320;2021;Volkswagen;Vento;Highline;Electrico;Automatica;78988;7775319;Tucuman;Alderetes;Particular;WGR472;Plateado;2;44264
658;44449;2022;Chevrolet;Onix;Base;Diésel;Manual;76856;3578999;Cordoba;Rio cuarto;Agencia;HZB920;Azul;3;44436
659;44574;2019;Renault;Duster;Pack Seguridad;Nafta;Automatica;60814;3312473;Buenos Aires;La mantaza ;Agencia;DHS562;Plateado;4;44554
660;44636;2020;Chevrolet;S10;XEI 1.8 CVT;Electrico;Manual;11997;9301080;Tucuman;Alderetes;Particular;YLG003;Azul;2;44605
661;44336;2008;Toyota;Etios;Base;Electrico;Manual;119410;10337220;Buenos Aires;La mantaza ;Agencia;QPR428;Plateado;3;44319
662;44563;2022;Peugeot;Partner;XEI 1.8 CVT;Hibrido;Automatica;197237;10374008;Cordoba;Rio cuarto;Particular;NAS276;Blanco;3;44545
663;44999;2021;Peugeot;Partner;Base;Hibrido;Automatica;159537;11313974;Salta;Cafayate;Agencia;LKI647;Blanco;1;44992
664;44725;2010;Chevrolet;Tracker;Base;Nafta;Manual;27653;3615324;Salta;Cafayate;Agencia;BYM438;Azul;3;44692
665;44057;2013;Ford;Ka;Limited;Nafta;Automatica;217795;8198676;Buenos Aires;La mantaza ;Particular;FIO026;Plateado;3;44030
666;44634;2012;Ford;Focus;XEI 1.8 CVT;Hibrido;Automatica;79154;1767033;Cordoba;Rio cuarto;Particular;JKD744;Azul;1;44611
667;44449;2021;Ford;Ka;Pack Seguridad;Nafta;Automatica;141655;9092764;Cordoba;Rio cuarto;Agencia;QEO203;Gris;4;44443
668;43980;2009;Toyota;Corolla;Base;Nafta;Manual;130846;8466989;Buenos Aires;La mantaza ;Agencia;XJJ545;Rojo;1;43962
669;45278;2012;Ford;Ranger;Highline;Nafta;Automatica;67036;3937034;Cordoba;Rio cuarto;Agencia;WRM061;Azul;1;45262
670;44140;2013;Chevrolet;Cruze;Highline;Diésel;Automatica;36820;9478643;Buenos Aires;La mantaza ;Particular;RGF455;Azul;2;44096
671;45034;2014;Volkswagen;Gol;XEI 1.8 CVT;Hibrido;Manual;142060;10732363;Tucuman;Alderetes;Agencia;DOJ694;Gris;2;44983
672;45179;2008;Chevrolet;Tracker;Highline;Hibrido;Automatica;58070;8949893;Santa Fe;Rafaela;Particular;KZE569;Azul;2;45126
673;43953;2019;Renault;Logan;Pack Seguridad;Hibrido;Manual;107871;2594229;Mendoza;Godoy Cruz;Agencia;PST355;Azul;3;43912
674;44246;2010;Ford;Focus;Highline;Hibrido;Automatica;228792;4136318;Santa Fe;Rafaela;Particular;HCA759;Negro;1;44200
675;44090;2022;Toyota;Etios;Highline;Nafta;Automatica;105305;8963734;Tucuman;Alderetes;Particular;VSV234;Azul;4;44052
676;43955;2013;Chevrolet;Cruze;Base;Diésel;Automatica;23633;7578174;Mendoza;Godoy Cruz;Agencia;EEJ611;Negro;2;43908
677;43914;2009;Renault;Logan;Limited;Nafta;Automatica;134405;4714712;Cordoba;Rio cuarto;Particular;GQN681;Gris;2;43860
678;44072;2023;Chevrolet;S10;XEI 1.8 CVT;Electrico;Manual;131240;10005548;Santa Fe;Rafaela;Particular;PVS643;Plateado;3;44028
679;44519;2018;Renault;Sandero;Pack Seguridad;Nafta;Automatica;115910;11704855;Tucuman;Alderetes;Agencia;CQW820;Blanco;1;44466
680;45167;2019;Toyota;Corolla;Pack Seguridad;Nafta;Manual;30725;8862259;Santa Fe;Rafaela;Particular;JCI784;Gris;3;45144
681;44914;2017;Toyota;Etios;Full;Diésel;Automatica;201222;4337349;Santa Fe;Rafaela;Particular;BHO979;Gris;2;44865
682;44824;2021;Peugeot;308;XEI 1.8 CVT;Diésel;Automatica;164819;7124146;Mendoza;Godoy Cruz;Agencia;ZFC783;Azul;4;44803
683;44309;2012;Volkswagen;Amarok;Full;Nafta;Manual;78638;6987837;Salta;Cafayate;Particular;AAH424;Negro;4;44302
684;45097;2022;Toyota;Yaris;Limited;Diésel;Manual;157600;7456275;Mendoza;Godoy Cruz;Agencia;ASF478;Negro;2;45042
685;45004;2008;Volkswagen;Vento;Base;Nafta;Automatica;138479;5297199;Tucuman;Alderetes;Agencia;MOY064;Negro;3;44958
686;43842;2023;Volkswagen;Vento;XEI 1.8 CVT;Electrico;Automatica;98755;4417787;Buenos Aires;La mantaza ;Agencia;ZPK686;Plateado;1;43821
687;44941;2011;Renault;Logan;Limited;Diésel;Manual;149017;5582084;Cordoba;Rio cuarto;Particular;BOP341;Negro;4;44901
688;44633;2019;Chevrolet;S10;Pack Seguridad;Nafta;Automatica;68938;10526090;Santa Fe;Rafaela;Particular;MEL846;Plateado;4;44581
689;44043;2018;Renault;Kwid;Base;Diésel;Automatica;233687;4199328;Santa Fe;Rafaela;Agencia;RSN797;Plateado;1;43984
690;44595;2021;Volkswagen;Vento;Highline;Electrico;Automatica;167710;9539463;Cordoba;Rio cuarto;Particular;IBL020;Rojo;1;44548
691;43989;2012;Peugeot;Partner;Limited;Electrico;Manual;108005;8713303;Salta;Cafayate;Agencia;OFJ270;Rojo;1;43933
692;43853;2016;Chevrolet;Cruze;Limited;Nafta;Automatica;61199;8519289;Tucuman;Alderetes;Particular;YZF564;Negro;3;43802
693;44407;2014;Ford;EcoSport;Base;Diésel;Manual;112718;11172302;Santa Fe;Rafaela;Agencia;WJD051;Azul;2;44392
694;44244;2018;Chevrolet;S10;Limited;Diésel;Manual;119917;4147003;Cordoba;Rio cuarto;Agencia;MQY872;Negro;2;44219
695;45117;2017;Ford;Ka;Highline;Hibrido;Manual;109564;11553486;Tucuman;Alderetes;Agencia;PVC367;Gris;3;45086
696;44140;2019;Renault;Duster;Limited;Hibrido;Automatica;60823;4560202;Salta;Cafayate;Particular;EYR183;Plateado;2;44123
697;44315;2020;Renault;Sandero;Pack Seguridad;Hibrido;Manual;161957;2799776;Santa Fe;Rafaela;Agencia;HQE088;Negro;3;44299
698;44822;2020;Renault;Duster;Pack Seguridad;Electrico;Automatica;161513;7569588;Cordoba;Rio cuarto;Particular;HPO503;Plateado;3;44811
699;44505;2022;Renault;Kwid;Highline;Hibrido;Manual;236820;6737885;Santa Fe;Rafaela;Particular;HZY249;Blanco;4;44480
700;44208;2013;Toyota;Hilux;Pack Seguridad;Nafta;Automatica;162736;7960995;Cordoba;Rio cuarto;Agencia;JXX979;Negro;2;44190
701;43970;2011;Toyota;Hilux;Limited;Nafta;Manual;142720;2306648;Cordoba;Rio cuarto;Agencia;VWO719;Blanco;2;43925
702;43924;2015;Chevrolet;S10;Limited;Hibrido;Automatica;205997;9642056;Tucuman;Alderetes;Particular;IFO281;Gris;2;43906
703;44323;2015;Volkswagen;Vento;XEI 1.8 CVT;Nafta;Manual;82554;5467676;Buenos Aires;La mantaza ;Agencia;SYW730;Gris;2;44282
704;44956;2009;Peugeot;2008;Limited;Electrico;Automatica;126265;10599031;Salta;Cafayate;Agencia;JSI077;Blanco;2;44909
705;44913;2012;Chevrolet;S10;Base;Nafta;Manual;187227;6247162;Cordoba;Rio cuarto;Agencia;WUU928;Negro;4;44868
706;44558;2016;Ford;Ranger;Pack Seguridad;Hibrido;Manual;182096;11611546;Tucuman;Alderetes;Particular;HJC821;Gris;3;44527
707;44290;2008;Peugeot;208;Base;Nafta;Automatica;62082;5624886;Buenos Aires;La mantaza ;Particular;XOG570;Gris;1;44239
708;44419;2020;Ford;Ranger;Pack Seguridad;Nafta;Manual;97175;6706185;Cordoba;Rio cuarto;Agencia;PUU959;Negro;3;44400
709;43929;2023;Renault;Logan;XEI 1.8 CVT;Electrico;Manual;57213;2005705;Salta;Cafayate;Agencia;JNS878;Azul;2;43899
710;44332;2017;Toyota;Yaris;Full;Diésel;Manual;120355;4814998;Salta;Cafayate;Particular;HQE511;Rojo;4;44319
711;43899;2012;Chevrolet;Onix;Base;Hibrido;Automatica;94365;5230597;Santa Fe;Rafaela;Particular;FMG031;Azul;4;43850
712;43880;2019;Volkswagen;T-Cross;XEI 1.8 CVT;Diésel;Automatica;217557;7799905;Mendoza;Godoy Cruz;Particular;SLQ789;Blanco;4;43833
713;43907;2008;Peugeot;2008;Full;Electrico;Automatica;204586;11943685;Buenos Aires;La mantaza ;Particular;NPF910;Blanco;3;43890
714;45273;2021;Toyota;Etios;Full;Hibrido;Automatica;162322;5191927;Salta;Cafayate;Agencia;VAX058;Negro;2;45247
715;45064;2016;Volkswagen;Vento;Base;Hibrido;Automatica;180220;4570436;Buenos Aires;La mantaza ;Agencia;UET480;Negro;4;45024
716;43952;2022;Renault;Kwid;Base;Diésel;Automatica;236947;5847333;Tucuman;Alderetes;Agencia;IYM113;Gris;1;43924
717;44131;2008;Ford;Focus;Full;Hibrido;Automatica;14844;4436077;Salta;Cafayate;Agencia;AVG288;Rojo;3;44092
718;45021;2023;Volkswagen;Amarok;XEI 1.8 CVT;Electrico;Manual;88604;4019582;Tucuman;Alderetes;Agencia;KYL761;Negro;3;45006
719;44685;2012;Chevrolet;Cruze;Full;Diésel;Manual;112486;5108653;Buenos Aires;La mantaza ;Agencia;MCW528;Negro;4;44631
720;45232;2017;Renault;Sandero;Pack Seguridad;Hibrido;Manual;240273;2278042;Santa Fe;Rafaela;Particular;WOB556;Plateado;3;45182
721;45114;2013;Renault;Logan;Highline;Hibrido;Automatica;144973;4223987;Mendoza;Godoy Cruz;Agencia;NYX398;Azul;2;45063
722;44685;2017;Volkswagen;T-Cross;Full;Hibrido;Manual;148908;1816670;Tucuman;Alderetes;Agencia;AUC776;Rojo;4;44643
723;44272;2013;Toyota;Hilux;Base;Hibrido;Manual;226858;1944065;Buenos Aires;La mantaza ;Particular;TON240;Azul;1;44250
724;45160;2009;Chevrolet;Onix;Limited;Hibrido;Automatica;100030;5728824;Tucuman;Alderetes;Particular;JKK488;Negro;1;45110
725;44071;2011;Toyota;Hilux;Full;Diésel;Automatica;216459;3409849;Santa Fe;Rafaela;Particular;IQX752;Negro;3;44012
726;45212;2017;Renault;Sandero;Highline;Hibrido;Automatica;81989;9117285;Buenos Aires;La mantaza ;Agencia;KZK441;Rojo;3;45195
727;45256;2020;Volkswagen;Gol;Limited;Electrico;Manual;128433;2403688;Cordoba;Rio cuarto;Particular;LFS157;Blanco;4;45218
728;44922;2016;Chevrolet;Cruze;XEI 1.8 CVT;Hibrido;Automatica;149546;4322093;Santa Fe;Rafaela;Particular;YFX409;Negro;1;44868
729;43917;2017;Peugeot;308;Pack Seguridad;Nafta;Manual;15860;3652610;Salta;Cafayate;Particular;XOV661;Gris;2;43886
730;44845;2018;Toyota;Etios;Pack Seguridad;Hibrido;Manual;76426;9262148;Tucuman;Alderetes;Agencia;HCU604;Blanco;1;44810
731;44669;2015;Toyota;Hilux;XEI 1.8 CVT;Hibrido;Automatica;225959;4479605;Buenos Aires;La mantaza ;Particular;DRU832;Gris;4;44660
732;44441;2020;Peugeot;2008;Base;Diésel;Manual;179047;10467322;Santa Fe;Rafaela;Particular;FOB998;Rojo;3;44403
